pretty_comp,0-norm,2-norm,3-norm,5-norm,7-norm,10-norm,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber,avg s valence electrons,avg p valence electrons,avg d valence electrons,avg f valence electrons,compound possible,max ionic char,avg ionic char,stability,magmom_pa,volume_pa,delta_e,energy_pa,bandgap
Na3CoO3,3,0.6226998490772391,0.5432789229659131,0.4925017207641211,0.4731966729796665,0.4593318728835943,8.0,27.0,19.0,12.0,4.285714285714286,8.0,2.0,87.0,85.0,46.42857142857143,38.08163265306122,2.0,15.9994,58.933195,42.933795,25.128671834285715,9.658435190204084,15.9994,54.8,1768.0,1713.2,435.0014285714286,380.8567346938776,54.8,1.0,16.0,15.0,8.571428571428571,6.489795918367348,1.0,2.0,4.0,2.0,2.7142857142857144,0.6122448979591837,2.0,66.0,166.0,100.0,117.42857142857144,44.08163265306122,66.0,0.93,3.44,2.51,2.1414285714285715,1.113061224489796,0.93,1.0,2.0,1.0,1.5714285714285714,0.489795918367347,1.0,0.0,4.0,4.0,1.7142857142857142,1.959183673469388,0.0,0.0,7.0,7.0,1.0,1.7142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,8.0,4.285714285714286,2.816326530612245,1.0,0.0,1.0,1.0,0.4285714285714285,0.4897959183673469,0.0,0.0,2.0,2.0,0.8571428571428571,0.979591836734694,0.0,0.0,3.0,3.0,0.4285714285714285,0.7346938775510203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,1.7142857142857142,0.6122448979591837,1.0,9.105,29.2433333333,20.1383333333,17.898571428557144,9.724081632636736,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5484712,1.5484712,0.2212101714285714,0.3792174367346939,0.0,12.0,229.0,217.0,131.0,102.0,12.0,1.5714285714285714,1.7142857142857142,1.0,0.0,True,0.792997622442975,0.1859237534053073,-0.0753446379893,0.571428142857,13.4758,-1.56675504173,-4.73581769714,1.845
V2MoO8,3,0.7551476239016431,0.7315093629975883,0.7274191526747597,0.7272791179607141,0.7272727966985622,8.0,42.0,34.0,13.818181818181818,8.462809917355372,8.0,46.0,87.0,41.0,76.18181818181819,15.735537190082642,87.0,15.9994,95.96,79.9606,29.621654545454543,19.814188429752065,15.9994,54.8,2896.0,2841.2,700.0363636363636,938.5256198347108,54.8,5.0,16.0,11.0,13.090909090909092,4.231404958677685,16.0,2.0,5.0,3.0,2.636363636363636,0.9256198347107438,2.0,66.0,154.0,88.0,89.81818181818181,34.64462809917355,66.0,1.63,3.44,1.81,2.994545454545454,0.6479338842975207,3.44,1.0,2.0,1.0,1.9090909090909087,0.165289256198347,2.0,0.0,4.0,4.0,2.909090909090909,1.586776859504132,4.0,0.0,5.0,5.0,1.0,1.4545454545454546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,1.0,5.818181818181818,0.2975206611570247,6.0,0.0,1.0,1.0,0.0909090909090909,0.1652892561983471,0.0,0.0,2.0,2.0,1.4545454545454546,0.793388429752066,2.0,0.0,7.0,7.0,1.7272727272727273,2.512396694214876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,5.0,3.272727272727273,1.851239669421488,2.0,9.105,15.69,6.584999999999999,10.413636363636364,1.9034710743801653,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,71.18181818181819,86.08264462809917,12.0,1.9090909090909087,2.909090909090909,1.0,0.0,True,0.5591387152201337,0.0972770679921199,0.052308265138,-0.000396809090909,12.6414,-2.17459045342,-7.58915066091,0.0
TmBO3,3,0.6633249580710799,0.6144633651371695,0.6009844187491661,0.6000783545597032,0.6000020321795635,5.0,69.0,64.0,19.6,19.76,8.0,37.0,87.0,50.0,74.0,15.6,87.0,10.811,168.93421,158.12321,45.548682,49.3542112,15.9994,54.8,2348.0,2293.2,866.0799999999999,973.536,54.8,3.0,16.0,13.0,12.8,3.92,16.0,2.0,6.0,4.0,2.8,1.2799999999999998,2.0,66.0,190.0,124.0,94.4,38.24,66.0,1.25,3.44,2.19,2.722,0.8615999999999999,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.6,1.6799999999999995,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,2.6,4.16,0.0,3.0,15.0,12.0,7.2,3.12,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.2,1.12,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.2,0.32,0.0,1.0,5.0,4.0,2.4,1.0399999999999998,2.0,7.1725,29.78,22.6075,12.8535,6.7706,9.105,0.0,1.524,1.524,0.3048,0.48768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,194.0,182.0,79.2,80.64000000000001,12.0,2.0,2.6,0.0,2.6,True,0.6985119805232709,0.1360847582943178,2.73817737025,0.0020286,15.5019,-0.539203995527,-5.483779622,0.0
CrOF3,3,0.6633249580710799,0.6144633651371695,0.6009844187491661,0.6000783545597032,0.6000020321795635,8.0,24.0,16.0,11.8,4.880000000000001,9.0,49.0,93.0,44.0,83.0,13.6,93.0,15.9994,51.9961,35.9967,24.99814192,10.799183232,18.9984032,53.5,2180.0,2126.5,479.06000000000006,680.3760000000001,53.5,6.0,17.0,11.0,14.6,3.4400000000000004,17.0,2.0,4.0,2.0,2.4,0.6399999999999999,2.0,57.0,139.0,82.0,75.2,25.520000000000003,57.0,1.66,3.98,2.3200000000000003,3.408,0.6992,3.98,1.0,2.0,1.0,1.8,0.3199999999999999,2.0,0.0,5.0,5.0,3.8,1.52,5.0,0.0,5.0,5.0,1.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,1.0,6.6,0.4800000000000001,7.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,2.0,2.0,1.0,0.4,1.0,0.0,5.0,5.0,1.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,5.0,2.2,1.52,1.0,9.105,11.19,2.084999999999999,9.883500000000002,0.522600000000001,9.7075,0.0,1.97,1.97,1.182,0.9456,1.97,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,57.2,68.72,15.0,1.8,3.8,1.0,0.0,False,0.7396165690769712,0.1190750240688062,0.0483731079724,0.20000276,10.7345,-2.25820939251,-5.379530626,2.071
SmTaO4,3,0.7071067811865476,0.6735400034370317,0.6669268801209055,0.6666782918025496,0.666666793823133,8.0,73.0,65.0,27.83333333333333,26.444444444444446,8.0,23.0,87.0,64.0,69.83333333333333,22.88888888888889,87.0,15.9994,180.94788,164.94848,65.88424666666667,66.51312888888889,15.9994,54.8,3290.0,3235.2,809.0333333333333,1005.6444444444444,54.8,3.0,16.0,13.0,12.0,5.333333333333333,16.0,2.0,6.0,4.0,3.333333333333333,1.777777777777778,2.0,66.0,198.0,132.0,105.33333333333331,52.44444444444444,66.0,1.17,3.44,2.27,2.7383333333333333,0.9355555555555556,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.6666666666666665,1.777777777777778,4.0,0.0,3.0,3.0,0.5,0.8333333333333334,0.0,0.0,14.0,14.0,3.333333333333333,4.444444444444444,0.0,6.0,19.0,13.0,8.5,3.5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.3333333333333333,0.888888888888889,2.0,0.0,7.0,7.0,1.1666666666666667,1.9444444444444449,0.0,0.0,8.0,8.0,1.3333333333333333,2.222222222222222,0.0,2.0,8.0,6.0,3.8333333333333335,2.444444444444444,2.0,9.105,33.23,24.125,14.628333333333332,7.364444444444444,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,73.83333333333333,82.44444444444444,12.0,2.0,2.6666666666666665,0.5,3.333333333333333,True,0.7242401773760752,0.1489642426602462,0.00487727166666,-7.325e-06,12.7981,-3.51645520434,-9.2932016725,4.126
Hf2N2O,3,0.6000000000000001,0.5142563181316472,0.4609063239604281,0.4418818424353128,0.4287303134918266,7.0,72.0,65.0,33.2,31.04,7.0,45.0,87.0,42.0,68.2,18.56,45.0,14.0067,178.49,164.4833,80.19856,78.63315200000001,14.0067,54.8,2506.0,2451.2,1038.5800000000002,1173.936,63.05,4.0,16.0,12.0,10.8,5.44,4.0,2.0,6.0,4.0,3.6,1.92,2.0,66.0,175.0,109.0,111.6,50.72,71.0,1.3,3.44,2.14,2.424,0.8992000000000001,1.3,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.0,1.6,0.0,0.0,2.0,2.0,0.8,0.96,0.0,0.0,14.0,14.0,5.6,6.720000000000001,0.0,5.0,18.0,13.0,10.4,6.08,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.6,1.28,0.0,0.0,8.0,8.0,3.2,3.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,6.0,4.8,2.56,3.0,9.105,22.2,13.095,16.6085,4.473199999999999,14.76875,0.0,6.437,6.437,2.5748,3.08976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,194.0,182.0,157.6,58.24000000000001,194.0,2.0,2.0,0.8,5.6,True,0.6817442582266291,0.1426174347427982,0.057744904,-4.358e-05,16.1855,-2.29607041231,-10.430773433,0.854
NbI3O,3,0.66332495807108,0.6144633651371695,0.6009844187491661,0.6000783545597032,0.6000020321795635,8.0,53.0,45.0,41.6,13.68,53.0,47.0,96.0,49.0,84.4,14.959999999999996,96.0,15.9994,126.90447,110.90507,97.923838,34.776758400000006,126.90447,54.8,2750.0,2695.2,793.07,782.772,386.85,5.0,17.0,12.0,14.4,3.7599999999999993,17.0,2.0,5.0,3.0,4.4,0.9599999999999996,5.0,66.0,164.0,98.0,129.4,25.36,139.0,1.6,3.44,1.84,2.604,0.4016,2.66,1.0,2.0,1.0,1.8,0.3199999999999999,2.0,0.0,5.0,5.0,3.8,1.52,5.0,0.0,10.0,10.0,6.8,3.8400000000000007,10.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,17.0,12.0,12.4,5.5200000000000005,17.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,2.0,2.0,1.0,0.4,1.0,0.0,6.0,6.0,1.2,1.9199999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,6.0,2.4,1.84,1.0,9.105,43.015,33.91,31.266,14.0988,43.015,0.0,1.062,1.062,0.6372,0.50976,1.062,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,86.6,56.96,64.0,1.8,3.8,6.8,0.0,True,0.5710436013209269,0.0691609966572125,-0.0096760597813,-0.00042826,32.4801,-1.21779937963,-4.952418119,1.016
VSbRu,3,0.5773502691896257,0.4807498567691361,0.4152436465385057,0.389976937586229,0.3720410580113014,23.0,51.0,28.0,39.333333333333336,10.888888888888888,23.0,46.0,85.0,39.0,62.333333333333336,15.111111111111112,46.0,50.9415,121.76,70.8185,91.25716666666666,26.87711111111111,50.9415,903.78,2607.0,1703.22,1897.9266666666665,662.7644444444445,903.78,5.0,15.0,10.0,9.333333333333334,3.777777777777778,5.0,4.0,5.0,1.0,4.666666666666667,0.4444444444444443,4.0,139.0,153.0,14.0,146.0,4.666666666666667,139.0,1.63,2.2,0.5700000000000003,1.96,0.22,1.63,1.0,2.0,1.0,1.6666666666666667,0.4444444444444444,1.0,0.0,3.0,3.0,1.0,1.3333333333333333,0.0,3.0,10.0,7.0,6.666666666666667,2.444444444444444,3.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,15.0,10.0,9.333333333333334,3.777777777777778,5.0,0.0,1.0,1.0,0.3333333333333333,0.4444444444444445,0.0,0.0,3.0,3.0,1.0,1.3333333333333333,0.0,0.0,7.0,7.0,3.333333333333333,2.4444444444444446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,4.0,4.666666666666667,1.5555555555555556,3.0,13.01,31.56,18.55,19.36,8.133333333333333,13.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.0,229.0,63.0,196.33333333333331,21.777777777777786,166.0,1.6666666666666667,1.0,6.666666666666667,0.0,False,0.0780137787946898,0.0140849690268554,0.037051875644,2.83333333333e-06,18.2656,-0.222019888333,-7.64219681667,0.267
V2Te2O9,3,0.7256908563120464,0.697335977019955,0.6924576982204452,0.6923129856935714,0.6923077329711121,8.0,52.0,44.0,17.076923076923077,12.568047337278104,8.0,46.0,90.0,44.0,81.15384615384616,10.816568047337274,87.0,15.9994,127.6,111.6006,38.544430769230765,31.21619644970414,15.9994,54.8,2183.0,2128.2,484.96307692307687,595.6104142011834,54.8,5.0,16.0,11.0,14.307692307692308,2.8639053254437865,16.0,2.0,5.0,3.0,2.769230769230769,1.0650887573964498,2.0,66.0,153.0,87.0,90.46153846153848,33.8698224852071,66.0,1.63,3.44,1.81,2.955384615384616,0.6710059171597631,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,3.3846153846153846,1.0414201183431953,4.0,0.0,10.0,10.0,2.0,2.769230769230769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,16.0,11.0,7.384615384615385,2.6508875739644973,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.6923076923076923,0.5207100591715976,2.0,0.0,7.0,7.0,1.0769230769230769,1.822485207100592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,5.0,2.769230769230769,1.301775147928994,2.0,9.105,34.7633333333,25.6583333333,13.6532051282,6.495424063107691,9.105,0.0,0.464,0.464,0.0713846153846154,0.1208047337278106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,66.92307692307692,76.04733727810651,12.0,2.0,3.3846153846153846,2.0,0.0,True,0.5591387152201337,0.0993459722487919,0.0132158484058,0.000794319230769,12.5378,-1.80539940463,-6.38378852769,2.305
Li4MoO5,3,0.6480740698407861,0.5748897078944831,0.5291875514531911,0.5137863211507526,0.5051256796023864,3.0,42.0,39.0,9.4,6.5200000000000005,8.0,1.0,87.0,86.0,48.9,38.32,87.0,6.941,95.96,89.01899999999999,20.3721,15.117579999999998,15.9994,54.8,2896.0,2841.2,498.476,479.5048,54.8,1.0,16.0,15.0,9.0,7.0,16.0,2.0,5.0,3.0,2.3,0.5399999999999998,2.0,66.0,154.0,88.0,99.6,33.6,66.0,0.98,3.44,2.46,2.3280000000000003,1.112,3.44,1.0,2.0,1.0,1.5,0.5,2.0,0.0,4.0,4.0,2.0,2.0,4.0,0.0,5.0,5.0,0.5,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,5.0,4.0,2.4,6.0,0.0,1.0,1.0,0.5,0.5,0.0,0.0,2.0,2.0,1.0,1.0,2.0,0.0,5.0,5.0,0.5,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,5.0,2.0,0.8,2.0,9.105,16.5933333333,7.488333333299998,12.75883333332,3.6538333333199993,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,120.5,108.5,12.0,1.5,2.0,0.5,0.0,True,0.7797297329475583,0.1845090276284524,-0.0266671838333,-5.831e-05,8.74216,-2.29685733794,-6.401955968,2.634
VMoO5,3,0.7423074889580903,0.7180750993304971,0.7143771194604124,0.7142883265019526,0.7142857289142843,8.0,42.0,34.0,15.0,10.0,8.0,46.0,87.0,41.0,75.85714285714286,15.918367346938776,87.0,15.9994,95.96,79.9606,32.41407142857143,23.4495306122449,15.9994,54.8,2896.0,2841.2,764.7142857142857,1014.1632653061224,54.8,5.0,16.0,11.0,13.0,4.285714285714286,16.0,2.0,5.0,3.0,2.7142857142857144,1.020408163265306,2.0,66.0,154.0,88.0,91.0,35.714285714285715,66.0,1.63,3.44,1.81,2.998571428571428,0.6306122448979592,3.44,1.0,2.0,1.0,1.8571428571428568,0.2448979591836734,2.0,0.0,4.0,4.0,2.857142857142857,1.6326530612244896,4.0,0.0,5.0,5.0,1.1428571428571428,1.6326530612244896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,1.0,5.857142857142857,0.2448979591836737,6.0,0.0,1.0,1.0,0.1428571428571428,0.2448979591836734,0.0,0.0,2.0,2.0,1.4285714285714286,0.8163265306122448,2.0,0.0,7.0,7.0,1.7142857142857142,2.4489795918367347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,5.0,3.2857142857142856,1.836734693877551,2.0,9.105,15.69,6.584999999999999,10.60357142857143,2.1408163265306124,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,74.0,88.57142857142857,12.0,1.8571428571428568,2.857142857142857,1.1428571428571428,0.0,False,0.5591387152201337,0.0927332796842323,0.00904815762923,0.1431104,12.704,-2.2998382521,-7.97518376,1.675
NbFeSb,3,0.5773502691896257,0.4807498567691361,0.4152436465385057,0.389976937586229,0.3720410580113014,26.0,51.0,25.0,39.333333333333336,8.888888888888888,26.0,47.0,85.0,38.0,62.333333333333336,15.111111111111112,47.0,55.845,121.76,65.915,90.17046,22.883640000000003,55.845,903.78,2750.0,1846.22,1821.5933333333328,618.9377777777778,903.78,5.0,15.0,10.0,9.333333333333334,3.777777777777778,5.0,4.0,5.0,1.0,4.666666666666667,0.4444444444444443,4.0,132.0,164.0,32.0,145.0,12.666666666666666,132.0,1.6,2.05,0.4499999999999997,1.8266666666666669,0.1511111111111109,1.6,1.0,2.0,1.0,1.6666666666666667,0.4444444444444444,1.0,0.0,3.0,3.0,1.0,1.3333333333333333,0.0,4.0,10.0,6.0,6.666666666666667,2.2222222222222223,4.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,15.0,10.0,9.333333333333334,3.777777777777778,5.0,0.0,1.0,1.0,0.3333333333333333,0.4444444444444444,0.0,0.0,3.0,3.0,1.0,1.3333333333333333,0.0,0.0,6.0,6.0,3.333333333333333,2.222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,4.0,4.666666666666667,1.5555555555555556,3.0,10.73,31.56,20.83,20.156666666666663,7.602222222222221,10.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.7035542666666667,0.9380723555555556,0.0,166.0,229.0,63.0,208.0,28.0,166.0,1.6666666666666667,1.0,6.666666666666667,0.0,False,0.0493649081413014,0.0082811034929846,-0.147378839624,0.00221633333333,17.6309,-0.350468735,-7.85692636333,0.624
LaTaO4,3,0.7071067811865476,0.6735400034370317,0.6669268801209055,0.6666782918025496,0.666666793823133,8.0,73.0,65.0,27.0,25.33333333333333,8.0,13.0,87.0,74.0,68.16666666666667,25.11111111111111,87.0,15.9994,180.94788,164.94848,63.975158333333326,63.96767777777777,15.9994,54.8,3290.0,3235.2,783.6999999999999,971.8666666666668,54.8,3.0,16.0,13.0,12.0,5.333333333333333,16.0,2.0,6.0,4.0,3.333333333333333,1.777777777777778,2.0,66.0,207.0,141.0,106.83333333333331,54.44444444444444,66.0,1.1,3.44,2.34,2.7266666666666666,0.9511111111111112,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.6666666666666665,1.777777777777778,4.0,0.0,3.0,3.0,0.6666666666666666,0.888888888888889,0.0,0.0,14.0,14.0,2.333333333333333,3.888888888888889,0.0,3.0,19.0,16.0,7.666666666666667,3.777777777777778,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.3333333333333333,0.888888888888889,2.0,0.0,9.0,9.0,2.6666666666666665,3.555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,7.0,4.0,2.6666666666666665,2.0,9.105,36.8975,27.7925,15.239583333333334,8.179444444444444,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,78.5,88.66666666666667,12.0,2.0,2.6666666666666665,0.6666666666666666,2.333333333333333,True,0.7456133690005962,0.1516821756387771,0.0108268341667,-1.45666666667e-05,13.5336,-3.52239331059,-9.335917775,3.476
NbBiO4,3,0.7071067811865476,0.6735400034370317,0.6669268801209055,0.6666782918025496,0.666666793823133,8.0,83.0,75.0,26.0,24.0,8.0,47.0,87.0,40.0,80.16666666666667,11.055555555555552,87.0,15.9994,208.9804,192.981,60.98073,59.97510666666667,15.9994,54.8,2750.0,2695.2,585.6,721.4666666666668,54.8,5.0,16.0,11.0,14.0,3.0,16.0,2.0,6.0,4.0,3.1666666666666665,1.5555555555555554,2.0,66.0,164.0,98.0,96.0,40.0,66.0,1.6,3.44,1.84,2.8966666666666665,0.7244444444444444,3.44,1.0,2.0,1.0,1.8333333333333333,0.2777777777777778,2.0,0.0,4.0,4.0,3.1666666666666665,1.1111111111111112,4.0,0.0,10.0,10.0,2.333333333333333,3.1111111111111107,0.0,0.0,14.0,14.0,2.333333333333333,3.888888888888889,0.0,5.0,29.0,24.0,9.666666666666666,6.444444444444444,6.0,0.0,1.0,1.0,0.1666666666666666,0.2777777777777777,0.0,0.0,3.0,3.0,1.8333333333333333,0.6111111111111112,2.0,0.0,6.0,6.0,1.0,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,5.0,3.0,1.3333333333333333,2.0,9.105,32.95,23.845,14.591666666666669,7.315555555555556,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,48.16666666666666,60.27777777777777,12.0,1.8333333333333333,3.1666666666666665,2.333333333333333,2.333333333333333,True,0.5710436013209269,0.108642228851936,0.00119664333333,-7.9875e-06,13.5461,-2.32822714642,-7.69923144167,2.423
AlReSi,3,0.5773502691896257,0.4807498567691361,0.4152436465385057,0.389976937586229,0.3720410580113014,13.0,75.0,62.0,34.0,27.33333333333333,13.0,54.0,78.0,24.0,68.33333333333333,9.555555555555555,54.0,26.9815386,186.207,159.2254614,80.42467953333333,70.52154697777779,26.9815386,933.47,3459.0,2525.53,2026.49,955.0066666666664,933.47,7.0,14.0,7.0,11.333333333333334,2.888888888888889,7.0,3.0,6.0,3.0,4.0,1.3333333333333333,3.0,111.0,151.0,40.0,127.66666666666669,15.555555555555555,111.0,1.61,1.9,0.2899999999999998,1.8033333333333332,0.1288888888888887,1.61,2.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,1.0,0.6666666666666666,0.0,0.0,5.0,5.0,1.6666666666666667,2.2222222222222223,0.0,0.0,14.0,14.0,4.666666666666667,6.222222222222222,0.0,3.0,21.0,18.0,9.333333333333334,7.777777777777779,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,3.0,2.0,0.0,0.0,5.0,5.0,1.6666666666666667,2.2222222222222223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,1.0,4.666666666666667,0.4444444444444443,4.0,14.655,20.44,5.785000000000002,17.191666666666666,2.165555555555556,14.655,0.0,0.773,0.773,0.2576666666666666,0.3435555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,227.0,33.0,215.33333333333331,14.22222222222222,194.0,2.0,1.0,1.6666666666666667,4.666666666666667,False,0.0208055155986512,0.0046234479108113,0.430239292761,2.04333333333e-05,15.749,0.113206293333,-7.08461066333,0.0
